Candidate,Party
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-18.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0xOC5qcGciLCJpYXQiOjE3NzQ2NDU2OTIsImV4cCI6MTgwNjE4MTY5Mn0.3MpPKsR4nSNQvs-tGOks9JjPy93nDQaK0XKMyrDU8Tk,https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/parties/Mercury%20Icon.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvcGFydGllcy9NZXJjdXJ5IEljb24ucG5nIiwiaWF0IjoxNzc0NjQ2MTkyLCJleHAiOjE4MDYxODIxOTJ9.-kru6IJSPqRjgDHqSfQYWi2uDXP25-j0qkOuIFV2iac
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-19.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0xOS5qcGciLCJpYXQiOjE3NzQ2NDU2OTcsImV4cCI6MTgwNjE4MTY5N30._PEawDtY1ygOzb4e_1NMk0S_s8Jtj-MySnKihm7eKZY,https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/parties/Monarch%20Icon.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvcGFydGllcy9Nb25hcmNoIEljb24ucG5nIiwiaWF0IjoxNzc0NjQ2MTk5LCJleHAiOjE4MDYxODIxOTl9.eNVuzlmdwbBUOeBJuI5qIm6ClMJaxXVXMD_hdU5kc_Q
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-2.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0yLmpwZyIsImlhdCI6MTc3NDY0NTcwNCwiZXhwIjoxODA2MTgxNzA0fQ.ODW43ksHN0IeDEsDdNLPzkm3_jSTtXqXh5aKQS2Qceo,https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/parties/Nutrican%20Icon.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvcGFydGllcy9OdXRyaWNhbiBJY29uLnBuZyIsImlhdCI6MTc3NDY0NjIxMywiZXhwIjoxODA2MTgyMjEzfQ.II2kxYzXjK1FZnkX3cpHpeYg5se9iI46viG45i_boIk
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-20.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0yMC5qcGciLCJpYXQiOjE3NzQ2NDU3MDksImV4cCI6MTgwNjE4MTcwOX0.zyuKU6gcBqGOqqLkTqH05iwe9fHfOwG9yv9LWW-hL04,https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/parties/Orbit%20Icon.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvcGFydGllcy9PcmJpdCBJY29uLnBuZyIsImlhdCI6MTc3NDY0NjIyOCwiZXhwIjoxODA2MTgyMjI4fQ.MQNZCc8tku2lumZKT_xueYv811cDVnoa83ZeGrjGVbc
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-21.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0yMS5qcGciLCJpYXQiOjE3NzQ2NDU3MTksImV4cCI6MTgwNjE4MTcxOX0.SZQgAUnGycJ3uNteKASMqC5PK1iI5Yg9JdBxXGeUFvE,https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/parties/Orbit%20Icon.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvcGFydGllcy9PcmJpdCBJY29uLnBuZyIsImlhdCI6MTc3NDY0NjIzMywiZXhwIjoxODA2MTgyMjMzfQ.7Xl1-2jbpKpPEK6hUhCyHbVTTCP1d5p66ASVI7mJ7zY
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-21.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0yMS5qcGciLCJpYXQiOjE3NzQ2NDU3MjUsImV4cCI6MTgwNjE4MTcyNX0.JJrTzaU9iGcyON8KkbU0OhZBRJvX6x_jv1uBxYPY5po,https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/parties/Orbit%20Icon.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvcGFydGllcy9PcmJpdCBJY29uLnBuZyIsImlhdCI6MTc3NDY0NjIzOCwiZXhwIjoxODA2MTgyMjM4fQ.TrM-6g99zPypTj3_PIgbUxUUBKaag67fT0aRDdipFHY
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-22.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0yMi5qcGciLCJpYXQiOjE3NzQ2NDU3MzAsImV4cCI6MTgwNjE4MTczMH0.DRUOl9bWPMI8KRa2vErsO-DWXJzsuChtl6zfiWnetFY,
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-23.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0yMy5qcGciLCJpYXQiOjE3NzQ2NDU3MzUsImV4cCI6MTgwNjE4MTczNX0.rxyIlyTOHYQ9BitoIFrEHzNzjS3ERis2oqWlrP7Wsm8,
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-24.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0yNC5qcGciLCJpYXQiOjE3NzQ2NDU3NDAsImV4cCI6MTgwNjE4MTc0MH0.VtswkuSSdfOwTcusbFhhdMumTBzwnsCR29AlqLoalrs,
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-25.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0yNS5qcGciLCJpYXQiOjE3NzQ2NDU3NzEsImV4cCI6MTgwNjE4MTc3MX0.imw_un6_Okn9OhM7niY-pIatbh72t57EnMWREnZVTaY,
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-26.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0yNi5qcGciLCJpYXQiOjE3NzQ2NDU3ODAsImV4cCI6MTgwNjE4MTc4MH0.V6IGoJdkZ0GutMBLcvZgssSUGi7eqwqjLG3GnDiUiuk,
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-27.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0yNy5qcGciLCJpYXQiOjE3NzQ2NDU3ODksImV4cCI6MTgwNjE4MTc4OX0.9mE3bDKda-6CxxDGpDI3k3S1dAucddB-QOmizoMfT8E,
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-28.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0yOC5qcGciLCJpYXQiOjE3NzQ2NDU3OTUsImV4cCI6MTgwNjE4MTc5NX0.1W765pMhJu7kMcOuyPMSbIIj4D-FXVrtpbIdhD4BsMw,
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-28.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0yOC5qcGciLCJpYXQiOjE3NzQ2NDU4MzQsImV4cCI6MTgwNjE4MTgzNH0.UaUeua9l5Ru52r5Alxb31F16btToPSm76k6yb61XEt8,
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-29.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0yOS5qcGciLCJpYXQiOjE3NzQ2NDU4MzksImV4cCI6MTgwNjE4MTgzOX0.3CzhXaGhFFrU2pQpZvk0OpNl4Aa7EbC9_NxvdK__neE,
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-3.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0zLmpwZyIsImlhdCI6MTc3NDY0NTg1NywiZXhwIjoxODA2MTgxODU3fQ.UgMSQGO1v9_R4WQjskWdD0ZS7_SYlQ7SMw5OYrgJuWg,
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-30.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0zMC5qcGciLCJpYXQiOjE3NzQ2NDU4NjIsImV4cCI6MTgwNjE4MTg2Mn0.uSYgN1ENvQYokW5h-JEJx7LWrg-9cv4wmbLvrwmqxJE,
